"K1","K2","K3","K1-Transform","Simple Bets","Extreme Edge - Transformed","Martingale","Extreme Edge - Simple","LMER Agreement"
27.5569857730313,23.528021931722,14.0753856965714,43.621554646391,20.3017568379479,71.0278260319376,0,84.365138993238,101.457358846513
199.66116922456,169.49369093147,21.4071955870469,187.356325926111,223.830716225784,232.659108804765,142.727272727273,181.818181818182,233.405321569985
37.9513957186212,53.9230465593406,138.225098792696,129.760302644377,6.16663441204457,113.318155513618,120.454545454545,0,30.7029419979331
11.1411430445293,13.0778100198854,33.35577675148,34.9789198979967,-47.6939658819555,43.788120258182,60.9,0,27.3306979807549
47.2285929824115,16.6112878024573,11.472405229827,44.5195245278004,91.7930024716539,70.9186278366193,133.181818181818,135.454545454546,114.181095469832
145.674523210235,68.2784901242483,12.3247276536498,72.478497517766,217.536097973574,118.402226179137,149.545454545454,141.818181818182,292.510509514717
257.127677633466,145.661878485255,41.526163317398,255.633941158749,102.608869285817,244.950624156048,115,200.909090909091,164.305551456342
218.763200029136,17.3384213149163,1.50931196546375,20.0778377376883,152.224950563139,48.4616337351827,177.727272727272,211.818181818182,215.606292194596
113.25063418212,32.3432076409309,52.9548358542755,114.107640352805,74.6013863589653,120.482087868181,107.272727272727,123.636363636364,64.2250388590063
139.068615569521,98.0119010834424,46.2201880118336,35.6428266924123,102.146835444497,29.6769277431353,0,120.909090909091,77.7188430879717
178.159319698134,58.0872169193482,25.4414550584706,89.4762103848766,132.674511516844,87.5550601206078,157.727272727273,140.909090909091,125.608538650195
155.842316527361,178.276156916731,16.3669675618329,84.8732141895516,156.817288074463,88.2800429596259,0,218.181818181818,251.730852920742
93.9031721413084,80.7713328699608,14.043507580186,44.1511482092744,223.84021712339,53.1107223340784,128.636363636364,168.181818181818,147.454649884788
50.0769726681182,20.6796317570844,31.5898599655529,57.1924030178895,105.90218447903,80.407077050589,126.363636363636,149.090909090909,82.3920312777288
39.9689687214974,25.8600763860817,48.8537804897038,42.7116978548027,112.36259137339,41.4794457724943,126.818181818182,6.50638617580766,48.0951577759644
158.936120560608,161.55288434515,35.6947519149693,311.358102418694,120.7424471661,307.653007619192,91.6363636363636,223.636363636364,114.145476158518
106.673693768786,88.2132270537894,10.3356013504344,79.0977014452958,141.781588814004,126.0508290371,0,197.272727272727,251.185838536951
178.805324152074,153.580539201204,71.8056194493322,208.118184413072,52.1451869588733,151.233926236853,115.909090909091,114.545454545455,119.02977677597
355.017920475367,46.5869418436486,13.0491846694724,120.037552356917,183.941406340163,121.74143661872,175.454545454545,197.272727272727,150.241338836995
219.39612669986,159.281407398669,7.735889753577,125.89110475077,146.128138584049,142.353742905062,132.272727272727,168.181818181818,204.595291475681
127.5080779075,47.158607202633,23.5715361081947,142.621132094481,169.483744840583,150.526974908072,125.909090909091,157.272727272727,165.433064144235
145.974524159325,93.4097004780464,24.7778173783099,116.538445170643,220.44511928707,130.927292235546,139.090909090909,190,162.759376837278
175.717450150167,47.9291138217551,20.4801120058219,33.0208067002406,168.205546699189,43.8173899705581,160.454545454545,154.545454545455,135.858438350174
87.3428890197399,25.5774715201792,34.8262949161272,38.1113666990036,108.928881220068,57.4638893606033,113.181818181818,128.181818181818,60.3270138730308
13.5298554731142,32.2629073687145,65.100527156802,26.6725373095077,30.9709464359231,39.469236505891,96.8181818181818,41.8181818181819,36.240710919625
236.035115785092,45.0749218190832,16.9845080817406,123.624750239923,206.054083688848,111.284760352925,161.363636363636,140.909090909091,174.47224096769
86.9388484404829,87.5247098247979,69.9266565250601,101.590087142825,71.6547957103654,91.1236632267509,0,93.6363636363637,63.2760370608666
8.78416778204752,87.4454390860526,193.523598093236,38.5539555444451,111.416999409293,46.838750208326,0,0,34.0978229911155
75.8756424154607,68.9323341082468,29.9219598710239,80.9996226102216,141.424794744301,78.9110161284732,137.272727272727,124.545454545455,143.920385666774
33.208933616469,30.3213541266861,72.9037460101786,84.4114926827924,20.0990595340241,85.301037170898,95,40,27.8578648882134
36.8789684404079,19.9886383544288,14.0474557280414,40.1119583553653,9.20447157369948,73.8645494315687,0,131.818181818182,64.8085071599414
105.512709822594,137.290388418616,34.7304957835156,82.6509330843764,153.829945715369,86.4453586005216,121.363636363636,120.909090909091,111.341676349795
72.859982210524,28.9053812120962,7.29041843416213,43.9294412922861,213.575415254198,57.1883779652598,144.090909090909,153.636363636364,113.046520973589
29.2511187922177,25.358388955287,33.1976653959551,29.983935869223,38.5893217944544,29.8733556839819,0,8.67768595041331,24.9183767484838
248.261570149361,141.687014017625,15.6711148482151,268.105169338085,212.167386377105,274.163027925801,155.909090909091,241.818181818182,161.814889797286
432.026155387089,49.7210793588651,3.38560119013917,88.4831357978971,212.889520690282,99.5195324445868,174.545454545454,249.090909090909,235.879645416746
241.582259192156,177.186474958927,69.4415702721166,210.968501536778,80.0443937320767,151.569293850949,133.636363636364,70,120.129477594982
31.2812323092997,31.5482459860109,26.3664426185748,26.0167343125763,42.1037507059785,45.3990028381969,107.272727272727,114.545454545455,69.1732946685784
270.90793801379,137.341584365427,8.26293825471956,177.846961970763,172.165060297868,181.959837897997,116.818181818182,254.545454545455,225.194948827387
78.6938334749417,203.992000416362,96.1314367769975,102.816974480111,164.149155235792,81.356546887255,103.636363636364,24.5454545454546,122.674319883491
53.464462675476,83.5430477478135,76.9917634743665,92.0801574383593,-3.740013675489,83.1267522004999,0,52.7272727272727,46.9405230281934
16.9610152706736,61.0729467643985,77.807123734292,49.5071816696308,115.372366786285,62.7720147196412,0,18.7753568745305,71.1630770567538
75.3795547564162,92.5503190395846,20.7672793665142,92.9058191880547,223.512105953876,121.026031891539,147.727272727273,156.363636363636,165.403937058917
52.9913450409545,28.8853858382036,17.6488633880889,64.0169993727448,53.9036533004789,78.0835769739318,121.363636363636,153.636363636364,119.540385638738
346.072143849893,71.6643191755561,6.51920567417277,105.321073192366,98.2978052460091,102.988761702844,137.272727272727,199.090909090909,150.067354084006
27.183928581718,15.5302314064356,54.9539236585771,69.7693510363104,56.1374761029,85.8516715896842,100,83.6363636363637,25.9265153289407
